Student_ID,Gender,Study_Hours_per_Week,Attendance_Percentage,Sleep_Hours_Per_Night,Internet_Access_at_Home,Previous_Exam_Score,Extracurricular_Activities,Final_Exam_Score,Pass_Fail
S2959,Female,18,83,8.2,Yes,70,Yes,53,Pass
S2960,Male,8,51,7.6,Yes,48,No,29,Fail
S2961,Male,20,64,8.2,Yes,52,Yes,52,Pass
S2962,Male,29,77,9.5,No,37,Yes,43,Fail
S2963,Male,33,53,7.6,No,50,Yes,59,Pass
S2964,Male,11,63,7.2,No,97,No,58,Pass
S2965,Female,34,94,5.4,No,45,Yes,53,Pass
S2966,Male,31,91,9.0,Yes,73,Yes,66,Pass
S2967,Male,28,67,9.3,Yes,62,No,61,Pass
S2968,Female,9,88,7.7,Yes,70,No,58,Pass
S2969,Female,33,62,8.8,No,32,Yes,46,Fail
S2970,Female,9,95,8.6,No,54,No,49,Fail
S2971,Male,20,77,4.6,No,34,Yes,26,Fail
S2972,Male,37,77,5.3,No,47,Yes,60,Pass
S2973,Female,29,73,6.9,Yes,88,No,68,Pass
S2974,Female,15,52,6.8,No,81,No,50,Pass
S2975,Female,11,74,5.0,No,85,No,46,Fail
S2976,Female,5,62,7.1,Yes,49,No,37,Fail
S2977,Male,18,90,6.4,Yes,64,No,44,Fail
S2978,Female,10,50,7.4,Yes,71,Yes,37,Fail
S2979,Male,38,77,4.5,No,44,Yes,60,Pass
S2980,Male,13,77,6.6,No,60,No,52,Pass
S2981,Male,19,98,8.3,Yes,55,Yes,48,Fail
S2982,Female,35,59,6.6,No,40,Yes,48,Fail
S2983,Female,8,58,5.4,Yes,54,No,27,Fail
S2984,Male,8,79,5.0,Yes,30,Yes,28,Fail
S2985,Female,34,55,7.6,Yes,32,No,42,Fail
S2986,Female,40,64,7.6,Yes,63,No,70,Pass
S2987,Female,21,65,6.5,No,39,No,47,Fail
S2988,Female,20,82,7.2,Yes,81,Yes,59,Pass
S2989,Female,5,57,8.7,No,67,No,36,Fail
S2990,Male,7,91,4.7,No,66,Yes,38,Fail
S2991,Male,11,89,5.6,Yes,84,Yes,64,Pass
S2992,Female,28,51,8.9,Yes,48,Yes,49,Fail
S2993,Female,33,87,8.0,Yes,63,No,59,Pass
S2994,Male,22,85,8.0,Yes,40,Yes,44,Fail
S2995,Male,16,59,6.3,No,83,No,58,Pass
S2996,Female,22,69,8.4,Yes,53,Yes,49,Fail
S2997,Male,36,97,7.8,Yes,33,No,59,Pass
S2998,Male,33,84,7.2,Yes,81,Yes,68,Pass
S2999,Male,18,64,5.8,Yes,85,Yes,48,Fail
S3000,Male,9,88,8.5,No,30,No,30,Fail
S3001,Male,19,72,7.5,Yes,74,Yes,52,Pass
S3002,Male,8,88,6.7,No,41,No,29,Fail
S3003,Male,33,82,6.5,No,97,No,70,Pass
S3004,Female,13,54,6.5,Yes,31,Yes,21,Fail
S3005,Female,35,63,8.6,Yes,93,Yes,73,Pass
S3006,Male,18,58,5.9,Yes,58,No,52,Pass
S3007,Male,26,55,8.6,Yes,72,Yes,64,Pass
S3008,Male,25,51,5.8,No,87,Yes,58,Pass
S3009,Female,18,59,8.4,No,30,Yes,43,Fail
S3010,Female,23,76,6.7,No,47,Yes,43,Fail
S3011,Male,18,93,6.4,Yes,89,Yes,56,Pass
S3012,Male,25,73,7.2,No,42,Yes,44,Fail
S3013,Male,8,66,9.3,No,95,No,45,Fail
S3014,Male,11,65,5.1,No,32,Yes,41,Fail
S3015,Male,35,54,4.5,No,91,No,56,Pass
S3016,Male,34,76,5.5,No,76,Yes,63,Pass
S3017,Female,19,63,9.3,No,82,Yes,58,Pass
S3018,Female,13,86,6.3,No,85,Yes,62,Pass
S3019,Male,27,63,7.7,Yes,89,No,71,Pass
S3020,Female,20,55,6.0,Yes,89,No,49,Fail
S3021,Male,30,68,7.7,No,74,No,68,Pass
S3022,Female,30,89,4.8,Yes,98,No,62,Pass
S3023,Female,13,66,4.6,No,56,No,46,Fail
S3024,Female,40,92,7.1,Yes,97,Yes,83,Pass
S3025,Female,37,80,6.8,No,73,No,66,Pass
S3026,Male,31,51,9.2,Yes,61,Yes,45,Fail
S3027,Female,32,79,4.8,No,37,Yes,37,Fail
S3028,Female,23,86,4.9,No,34,Yes,45,Fail
S3029,Female,24,66,7.6,No,91,No,64,Pass
S3030,Male,26,69,8.1,Yes,87,Yes,72,Pass
S3031,Male,17,65,6.0,Yes,87,Yes,45,Fail
S3032,Female,10,81,9.0,Yes,78,No,51,Pass
S3033,Male,32,67,6.0,No,70,No,63,Pass
S3034,Male,39,83,9.3,Yes,88,No,82,Pass
S3035,Male,11,100,6.7,No,69,Yes,43,Fail
S3036,Female,6,54,8.9,Yes,66,Yes,48,Fail
S3037,Female,40,84,5.1,No,58,Yes,70,Pass
S3038,Female,21,60,6.2,Yes,76,No,55,Pass
S3039,Female,12,74,8.5,No,92,No,53,Pass
S3040,Male,7,52,4.5,Yes,60,Yes,35,Fail
S3041,Female,18,79,7.1,No,97,No,71,Pass
S3042,Male,28,73,4.8,Yes,95,No,69,Pass
S3043,Female,22,62,7.8,No,68,Yes,58,Pass
S3044,Male,40,54,4.9,Yes,49,No,45,Fail
S3045,Female,8,54,5.7,Yes,31,No,24,Fail
S3046,Female,13,88,5.5,Yes,38,No,41,Fail
S3047,Female,39,65,7.8,No,33,No,53,Pass
S3048,Male,31,52,8.3,Yes,51,No,54,Pass
S3049,Male,21,100,5.7,No,95,No,66,Pass
S3050,Female,25,85,9.1,Yes,98,Yes,62,Pass
S3051,Male,14,57,8.7,Yes,55,Yes,43,Fail
S3052,Male,39,65,7.3,Yes,54,No,50,Pass
S3053,Female,33,90,8.0,Yes,54,Yes,67,Pass
S3054,Male,36,63,5.6,No,60,No,52,Pass
S3055,Male,20,51,6.6,No,30,Yes,26,Fail
S3056,Female,10,63,5.4,No,32,No,32,Fail
S3057,Female,16,85,8.2,No,65,No,40,Fail
S3058,Male,6,50,5.0,No,82,No,40,Fail
S3059,Male,32,81,4.9,No,93,No,60,Pass
S3060,Male,19,69,9.1,Yes,86,Yes,52,Pass
S3061,Male,35,55,6.4,No,41,No,57,Pass
S3062,Male,6,93,5.1,No,59,No,51,Pass
S3063,Female,40,62,9.2,Yes,68,Yes,63,Pass
S3064,Female,35,65,5.6,Yes,36,No,57,Pass
S3065,Female,28,76,6.4,Yes,53,Yes,60,Pass
S3066,Female,32,82,7.6,No,41,No,47,Fail
S3067,Female,28,88,7.3,Yes,55,No,58,Pass
S3068,Male,35,75,6.2,No,93,No,66,Pass
S3069,Female,18,76,7.1,Yes,100,Yes,55,Pass
S3070,Male,14,82,4.6,No,65,No,37,Fail
S3071,Male,10,59,5.1,Yes,57,No,37,Fail
S3072,Female,8,85,7.0,No,88,Yes,60,Pass
S3073,Female,7,64,4.8,Yes,99,Yes,47,Fail
S3074,Male,11,97,8.6,No,57,Yes,44,Fail
S3075,Female,24,60,8.4,No,76,No,65,Pass
S3076,Male,22,94,9.0,Yes,43,No,53,Pass
S3077,Female,14,98,6.2,Yes,53,No,53,Pass
S3078,Female,24,64,9.0,No,77,No,47,Fail
S3079,Male,10,91,6.0,Yes,96,Yes,60,Pass
S3080,Male,21,74,6.4,Yes,36,No,39,Fail
S3081,Female,16,97,8.0,No,41,Yes,46,Fail
S3082,Male,25,64,5.8,Yes,65,No,58,Pass
S3083,Male,31,86,7.6,No,35,Yes,61,Pass
S3084,Male,11,87,4.6,Yes,79,Yes,47,Fail
S3085,Male,18,68,8.5,No,87,Yes,64,Pass
S3086,Male,19,85,4.5,Yes,68,No,41,Fail
S3087,Female,32,74,5.6,No,84,Yes,56,Pass
S3088,Male,21,52,9.2,No,44,No,32,Fail
S3089,Male,7,83,8.6,No,33,Yes,31,Fail
S3090,Female,15,59,7.8,Yes,31,Yes,23,Fail
S3091,Male,20,75,5.9,No,96,No,68,Pass
S3092,Male,30,52,6.3,Yes,77,No,62,Pass
S3093,Male,22,61,7.7,No,46,Yes,38,Fail
S3094,Female,30,64,6.7,No,81,No,53,Pass
S3095,Female,23,74,9.3,Yes,56,No,54,Pass
S3096,Male,15,53,5.8,Yes,78,Yes,57,Pass
S3097,Female,38,65,4.9,Yes,37,Yes,48,Fail
S3098,Male,12,50,6.9,No,93,Yes,41,Fail
S3099,Female,38,84,5.4,Yes,67,No,66,Pass
S3100,Female,33,71,4.5,No,67,No,50,Pass
S3101,Male,15,71,5.8,No,72,Yes,40,Fail
S3102,Male,11,50,6.5,Yes,97,Yes,45,Fail
S3103,Female,23,82,6.0,No,50,Yes,49,Fail
S3104,Female,27,57,8.0,No,69,No,52,Pass
S3105,Male,31,58,5.6,Yes,100,No,67,Pass
S3106,Female,38,50,4.6,Yes,47,Yes,44,Fail
S3107,Male,26,53,6.8,Yes,42,Yes,42,Fail
S3108,Female,21,86,6.6,Yes,77,No,67,Pass
S3109,Female,15,52,7.8,No,51,No,48,Fail
S3110,Male,7,56,8.8,No,35,No,35,Fail
S3111,Female,37,57,7.3,Yes,62,No,57,Pass
S3112,Male,28,78,9.0,No,88,Yes,71,Pass
S3113,Male,20,71,5.1,Yes,90,No,57,Pass
S3114,Male,38,85,7.6,Yes,65,No,62,Pass
S3115,Male,34,95,8.5,Yes,85,No,79,Pass
S3116,Female,21,97,5.9,No,51,No,55,Pass
S3117,Female,27,99,8.7,Yes,98,No,72,Pass
S3118,Male,24,85,5.6,Yes,62,No,55,Pass
S3119,Male,19,59,9.4,Yes,89,Yes,48,Fail
S3120,Male,30,59,8.2,Yes,41,Yes,57,Pass
S3121,Female,33,66,8.5,No,66,No,63,Pass
S3122,Female,36,63,8.7,No,46,Yes,46,Fail
S3123,Male,36,78,9.4,Yes,57,No,68,Pass
S3124,Female,17,80,6.7,No,30,No,37,Fail
S3125,Male,29,99,4.8,No,43,Yes,59,Pass
S3126,Female,26,73,6.1,Yes,80,No,52,Pass
S3127,Female,17,50,8.8,Yes,31,No,23,Fail
S3128,Male,11,90,6.9,Yes,37,Yes,39,Fail
S3129,Male,11,96,5.3,No,42,No,48,Fail
S3130,Female,15,60,5.6,Yes,56,No,51,Pass
S3131,Male,39,100,9.2,No,31,No,65,Pass
S3132,Female,33,82,4.5,Yes,98,No,58,Pass
S3133,Male,25,54,7.7,No,41,Yes,46,Fail
S3134,Male,39,70,7.0,Yes,100,Yes,82,Pass
S3135,Male,7,77,7.4,No,43,Yes,33,Fail
S3136,Male,23,55,5.4,No,87,No,51,Pass
S3137,Male,40,68,6.9,No,93,Yes,74,Pass
S3138,Male,8,65,7.2,No,85,No,58,Pass
S3139,Male,34,70,5.5,Yes,60,Yes,56,Pass
S3140,Female,8,78,6.5,No,87,Yes,58,Pass
S3141,Female,32,82,4.7,No,64,Yes,48,Fail
S3142,Female,14,74,6.7,Yes,32,No,34,Fail
S3143,Female,6,94,8.6,No,77,No,56,Pass
S3144,Male,7,59,5.2,Yes,64,No,41,Fail
S3145,Male,40,86,5.1,No,52,No,70,Pass
S3146,Male,26,72,9.5,No,73,No,60,Pass
S3147,Male,13,71,6.3,No,51,No,44,Fail
S3148,Male,9,72,4.9,No,94,No,54,Pass
S3149,Male,12,62,7.4,Yes,73,No,49,Fail
S3150,Male,36,58,8.1,No,61,Yes,64,Pass
S3151,Male,16,68,6.7,No,75,No,58,Pass
S3152,Female,34,62,9.3,Yes,53,Yes,45,Fail
S3153,Male,5,90,5.0,Yes,79,Yes,40,Fail
S3154,Male,10,79,4.9,Yes,75,No,34,Fail
S3155,Male,29,92,9.0,No,66,Yes,53,Pass
S3156,Female,9,82,7.0,No,50,Yes,32,Fail
S3157,Male,18,95,6.8,No,75,Yes,55,Pass
S3158,Male,8,65,8.8,Yes,96,No,62,Pass
S3159,Female,22,68,7.5,Yes,99,Yes,69,Pass
S3160,Male,31,94,6.0,No,33,Yes,44,Fail
S3161,Male,31,62,5.0,No,68,Yes,67,Pass
S3162,Female,18,62,5.4,No,82,No,61,Pass
S3163,Female,14,100,7.3,Yes,82,Yes,65,Pass
S3164,Male,19,68,6.9,Yes,74,No,61,Pass
S3165,Male,19,82,9.3,Yes,64,No,44,Fail
S3166,Male,25,82,9.1,No,66,No,59,Pass
S3167,Male,26,59,8.0,Yes,41,Yes,44,Fail
S3168,Female,27,54,4.6,Yes,47,No,50,Pass
S3169,Male,11,65,6.9,Yes,62,No,47,Fail
S3170,Male,38,76,5.0,Yes,67,No,57,Pass
S3171,Female,18,93,7.1,No,44,Yes,46,Fail
S3172,Male,31,63,5.6,Yes,79,Yes,52,Pass
S3173,Female,22,91,9.0,No,78,No,53,Pass
S3174,Female,8,86,5.4,No,67,Yes,38,Fail
S3175,Male,15,53,6.6,No,47,No,42,Fail
S3176,Male,8,93,7.0,No,93,No,64,Pass
S3177,Male,27,86,8.5,Yes,48,Yes,44,Fail
S3178,Female,9,62,7.6,Yes,58,Yes,30,Fail
S3179,Female,39,73,6.6,Yes,84,No,79,Pass
S3180,Male,14,92,7.3,No,55,No,51,Pass
S3181,Female,39,76,6.2,No,72,No,69,Pass
S3182,Female,37,82,5.5,No,60,Yes,66,Pass
S3183,Male,34,72,9.3,No,60,No,53,Pass
S3184,Female,18,76,4.8,Yes,62,Yes,46,Fail
S3185,Male,12,84,5.2,No,78,No,53,Pass
S3186,Male,18,74,5.5,Yes,95,Yes,70,Pass
S3187,Female,31,61,8.9,Yes,93,Yes,60,Pass
S3188,Male,16,84,8.8,No,32,No,42,Fail
S3189,Male,14,74,8.3,Yes,57,Yes,48,Fail
S3190,Male,17,75,6.2,No,90,Yes,59,Pass
S3191,Female,30,76,9.4,No,33,No,38,Fail
S3192,Male,38,89,9.1,Yes,70,No,74,Pass
S3193,Female,29,93,7.5,No,80,Yes,59,Pass
S3194,Male,24,79,5.8,No,56,Yes,60,Pass
S3195,Male,31,53,7.3,Yes,45,Yes,55,Pass
S3196,Male,29,93,5.8,No,30,No,47,Fail
S3197,Male,40,82,7.6,Yes,52,No,61,Pass
S3198,Male,28,53,9.0,No,97,Yes,55,Pass
S3199,Female,21,64,5.6,Yes,84,No,46,Fail
S3200,Female,6,59,7.0,Yes,81,Yes,46,Fail
S3201,Male,37,93,4.6,Yes,62,Yes,63,Pass
S3202,Male,39,77,6.7,No,34,Yes,46,Fail
S3203,Male,14,72,7.4,Yes,41,Yes,32,Fail
S3204,Male,23,68,7.7,No,60,No,60,Pass
S3205,Male,22,75,5.5,Yes,39,Yes,38,Fail
S3206,Female,29,100,9.1,Yes,58,Yes,65,Pass
S3207,Female,19,91,8.7,No,61,Yes,56,Pass
S3208,Female,25,76,7.7,No,70,No,48,Fail
S3209,Male,32,98,9.4,No,48,No,64,Pass
S3210,Male,16,69,8.6,No,40,Yes,46,Fail
S3211,Male,26,85,6.0,No,83,No,72,Pass
S3212,Male,24,64,7.3,Yes,32,No,31,Fail
S3213,Female,34,54,9.5,No,45,No,52,Pass
S3214,Female,24,78,9.3,Yes,95,Yes,61,Pass
S3215,Male,19,70,8.0,No,82,Yes,61,Pass
S3216,Female,40,70,8.9,Yes,98,Yes,80,Pass
S3217,Male,19,75,8.9,No,42,No,41,Fail
S3218,Female,17,86,8.2,No,53,Yes,53,Pass
S3219,Male,38,63,5.2,Yes,81,Yes,77,Pass
S3220,Female,10,60,7.9,No,69,Yes,45,Fail
S3221,Female,26,51,9.2,Yes,100,No,70,Pass
S3222,Female,31,88,4.8,No,78,No,65,Pass
S3223,Male,34,91,7.1,Yes,90,No,64,Pass
S3224,Female,31,83,8.2,Yes,55,Yes,56,Pass
S3225,Male,22,53,8.2,No,67,Yes,39,Fail
S3226,Male,10,92,9.0,No,72,No,50,Pass
S3227,Male,21,99,6.5,Yes,57,No,62,Pass
S3228,Male,23,51,8.7,Yes,92,Yes,53,Pass
S3229,Male,33,61,8.7,Yes,86,No,64,Pass
S3230,Female,16,85,5.7,Yes,51,Yes,39,Fail
S3231,Male,23,72,8.9,Yes,69,No,49,Fail
S3232,Male,35,90,4.7,Yes,82,Yes,75,Pass
S3233,Male,29,94,8.8,Yes,36,No,46,Fail
S3234,Male,22,76,8.2,No,70,Yes,64,Pass
S3235,Male,14,68,9.3,Yes,39,Yes,27,Fail
S3236,Male,9,98,9.0,Yes,41,No,47,Fail
S3237,Male,26,68,4.7,Yes,36,Yes,42,Fail
S3238,Female,24,91,4.8,No,33,Yes,44,Fail
S3239,Male,8,87,6.0,No,42,No,35,Fail
S3240,Male,23,77,7.5,Yes,79,Yes,56,Pass
S3241,Male,19,74,9.3,No,52,Yes,52,Pass
S3242,Female,14,71,8.2,Yes,64,No,39,Fail
S3243,Female,12,55,6.9,No,60,No,49,Fail
S3244,Female,33,79,4.6,No,30,No,53,Pass
S3245,Male,12,54,4.5,Yes,58,Yes,29,Fail
S3246,Male,6,94,7.3,No,91,No,46,Fail
S3247,Female,31,78,6.0,No,50,No,58,Pass
S3248,Female,33,66,8.2,No,50,No,53,Pass
S3249,Female,20,64,5.3,No,52,No,47,Fail
S3250,Male,26,74,8.3,Yes,44,Yes,42,Fail
S3251,Female,35,88,8.5,No,81,No,64,Pass
S3252,Male,28,98,4.7,No,98,No,64,Pass
S3253,Male,24,59,5.6,Yes,97,Yes,72,Pass
S3254,Female,38,68,8.3,No,82,No,70,Pass
S3255,Male,28,56,7.0,Yes,96,Yes,63,Pass
S3256,Male,14,92,4.7,No,67,No,46,Fail
S3257,Male,14,70,4.9,No,37,No,31,Fail
S3258,Female,40,98,6.6,No,59,Yes,60,Pass
S3259,Male,39,86,6.1,No,74,Yes,70,Pass
S3260,Male,21,61,6.1,No,83,No,56,Pass
S3261,Male,30,54,8.6,Yes,92,Yes,61,Pass
S3262,Male,37,80,5.5,Yes,30,Yes,46,Fail
S3263,Male,10,66,9.3,No,62,Yes,48,Fail
S3264,Male,25,90,8.8,Yes,100,Yes,61,Pass
S3265,Female,30,97,4.8,No,57,Yes,58,Pass
S3266,Male,32,80,9.1,Yes,96,Yes,67,Pass
S3267,Male,32,94,6.2,No,92,Yes,70,Pass
S3268,Female,14,73,9.4,No,45,No,36,Fail
S3269,Female,38,78,6.6,No,98,No,82,Pass
S3270,Male,32,92,8.0,Yes,46,No,60,Pass
S3271,Female,37,73,9.2,No,89,Yes,69,Pass
S3272,Male,30,89,5.4,No,99,No,71,Pass
S3273,Male,33,96,5.8,No,65,Yes,66,Pass
S3274,Female,6,93,4.9,Yes,87,Yes,53,Pass
S3275,Female,31,57,6.2,Yes,97,No,60,Pass
S3276,Male,22,58,6.7,No,50,No,43,Fail
S3277,Female,32,68,6.5,No,96,No,67,Pass
S3278,Male,18,76,4.9,Yes,52,Yes,43,Fail
S3279,Male,5,83,4.7,No,93,Yes,55,Pass
S3280,Male,36,67,5.4,Yes,84,No,69,Pass
S3281,Male,22,57,7.2,No,34,No,48,Fail
S3282,Male,8,97,6.2,No,55,Yes,35,Fail
S3283,Male,5,60,6.4,Yes,37,Yes,30,Fail
S3284,Female,12,67,6.7,No,92,Yes,56,Pass
S3285,Female,20,58,7.5,Yes,100,Yes,51,Pass
S3286,Male,30,79,6.6,No,95,Yes,66,Pass
S3287,Male,23,94,9.5,No,34,Yes,47,Fail
S3288,Male,23,79,6.7,No,42,No,51,Pass
S3289,Female,21,98,7.5,No,68,Yes,57,Pass
S3290,Male,25,89,7.4,Yes,93,No,60,Pass
S3291,Female,25,66,6.7,No,43,Yes,38,Fail
S3292,Male,16,70,5.4,No,54,Yes,46,Fail
S3293,Male,33,60,5.6,Yes,60,No,58,Pass
S3294,Female,8,66,5.1,No,86,No,56,Pass
S3295,Male,8,85,8.3,Yes,79,Yes,60,Pass
S3296,Male,11,85,7.6,No,98,No,69,Pass
S3297,Female,20,60,7.0,Yes,65,No,45,Fail
S3298,Female,7,56,6.4,Yes,77,No,47,Fail
S3299,Male,30,91,4.8,No,54,No,49,Fail
S3300,Female,19,96,7.3,Yes,95,No,63,Pass
S3301,Male,37,66,8.2,No,48,No,61,Pass
S3302,Female,5,66,5.8,Yes,96,No,47,Fail
S3303,Male,22,91,8.4,Yes,86,Yes,70,Pass
S3304,Male,9,75,5.1,Yes,91,No,43,Fail
S3305,Male,12,89,6.8,Yes,86,Yes,49,Fail
S3306,Female,12,57,9.0,Yes,46,Yes,45,Fail
S3307,Female,36,53,6.6,No,96,Yes,78,Pass
S3308,Male,36,72,8.5,No,54,Yes,49,Fail
S3309,Female,39,98,7.8,Yes,77,Yes,73,Pass
S3310,Male,31,95,7.0,Yes,63,Yes,59,Pass
S3311,Female,7,75,6.5,No,72,Yes,47,Fail
S3312,Female,22,64,5.6,Yes,80,Yes,52,Pass
S3313,Male,18,85,7.3,Yes,95,Yes,55,Pass
S3314,Male,12,79,6.7,No,61,Yes,44,Fail
S3315,Female,17,62,7.1,Yes,30,Yes,25,Fail
S3316,Female,11,50,9.1,No,89,No,51,Pass
S3317,Female,5,73,6.8,No,70,No,42,Fail
S3318,Female,15,86,7.4,Yes,75,No,59,Pass
S3319,Female,27,56,8.9,No,34,Yes,45,Fail
S3320,Male,11,92,8.0,No,37,No,29,Fail
S3321,Male,33,62,8.6,Yes,33,Yes,57,Pass
S3322,Male,8,57,5.9,No,60,No,29,Fail
S3323,Male,21,80,7.3,No,74,No,63,Pass
S3324,Male,7,62,7.9,Yes,83,Yes,52,Pass
S3325,Female,33,56,5.7,No,40,No,43,Fail
S3326,Female,13,92,7.7,No,66,No,55,Pass
S3327,Female,33,92,8.5,No,80,No,65,Pass
S3328,Male,11,63,7.3,No,64,No,39,Fail
S3329,Female,27,99,6.0,No,81,Yes,76,Pass
S3330,Male,39,85,8.8,Yes,88,Yes,76,Pass
S3331,Male,16,53,9.2,Yes,59,Yes,49,Fail
S3332,Female,20,94,8.5,Yes,57,Yes,53,Pass
S3333,Male,19,64,8.5,No,94,Yes,64,Pass
S3334,Male,16,66,8.8,No,90,No,57,Pass
S3335,Male,28,50,5.7,No,82,No,66,Pass
S3336,Female,18,74,7.7,No,91,Yes,49,Fail
S3337,Female,33,67,4.6,Yes,49,Yes,58,Pass
S3338,Male,14,78,8.5,Yes,33,No,36,Fail
S3339,Male,30,100,8.0,No,98,No,72,Pass
S3340,Male,11,92,7.3,Yes,86,Yes,62,Pass
S3341,Female,15,97,7.1,Yes,62,Yes,56,Pass
S3342,Female,16,65,4.9,No,93,No,52,Pass
S3343,Male,7,55,7.0,Yes,44,Yes,22,Fail
S3344,Female,14,93,7.3,Yes,43,Yes,40,Fail
S3345,Male,40,63,6.2,Yes,55,No,55,Pass
S3346,Female,6,51,9.0,Yes,54,No,25,Fail
S3347,Male,40,91,8.1,Yes,63,Yes,77,Pass
S3348,Female,24,51,7.1,No,76,No,44,Fail
S3349,Female,15,62,7.4,Yes,54,Yes,31,Fail
S3350,Male,15,52,5.2,No,42,Yes,31,Fail
S3351,Female,24,91,9.4,No,83,Yes,61,Pass
S3352,Female,5,78,5.1,No,76,Yes,46,Fail
S3353,Male,12,71,5.8,No,30,Yes,28,Fail
S3354,Male,26,71,4.8,Yes,70,Yes,57,Pass
S3355,Female,5,73,9.5,No,61,Yes,48,Fail
S3356,Female,19,71,8.9,No,44,No,49,Fail
S3357,Male,9,78,7.1,No,91,Yes,47,Fail
S3358,Female,40,92,6.7,No,36,No,64,Pass
S3359,Male,17,77,9.3,No,48,No,43,Fail
S3360,Female,6,66,5.3,Yes,66,No,48,Fail
S3361,Female,11,93,4.6,Yes,34,No,43,Fail
S3362,Male,19,72,4.5,No,55,No,46,Fail
S3363,Male,25,65,4.5,Yes,60,No,47,Fail
S3364,Female,28,52,5.9,No,51,Yes,43,Fail
S3365,Male,8,90,6.8,Yes,83,No,59,Pass
S3366,Male,38,57,6.1,No,72,Yes,71,Pass
S3367,Female,40,52,6.9,No,97,No,63,Pass
S3368,Female,9,62,4.6,No,35,No,23,Fail
S3369,Male,15,85,9.0,Yes,35,No,46,Fail
S3370,Male,33,83,4.7,No,65,Yes,57,Pass
S3371,Male,32,63,6.9,Yes,39,No,43,Fail
S3372,Female,28,76,8.8,No,34,No,39,Fail
S3373,Male,20,92,6.7,Yes,76,Yes,60,Pass
S3374,Female,17,68,9.3,No,59,Yes,47,Fail
S3375,Male,22,51,5.6,No,93,Yes,55,Pass
S3376,Male,34,78,9.2,Yes,52,Yes,64,Pass
S3377,Male,26,71,7.6,No,95,No,58,Pass
S3378,Female,15,89,7.8,Yes,93,No,51,Pass
S3379,Female,6,50,8.6,No,91,No,47,Fail
S3380,Male,7,59,4.6,Yes,48,No,19,Fail
S3381,Male,17,97,9.4,Yes,82,Yes,51,Pass
S3382,Male,37,74,8.8,Yes,75,No,74,Pass
S3383,Male,29,80,6.2,No,52,No,45,Fail
S3384,Male,6,62,7.3,Yes,33,No,19,Fail
S3385,Male,15,76,6.9,No,87,No,47,Fail
S3386,Female,35,53,6.9,No,51,Yes,61,Pass
S3387,Female,6,96,5.8,Yes,53,No,40,Fail
S3388,Female,15,76,5.6,No,90,No,56,Pass
S3389,Male,10,92,5.8,No,75,Yes,60,Pass
S3390,Male,5,70,8.9,No,47,No,37,Fail
S3391,Female,25,90,5.9,No,39,No,43,Fail
S3392,Male,22,92,6.8,No,89,Yes,58,Pass
S3393,Male,28,87,7.3,Yes,37,Yes,48,Fail
S3394,Male,5,73,5.5,Yes,65,No,36,Fail
S3395,Female,8,99,4.7,No,51,No,35,Fail
S3396,Female,35,53,5.3,No,87,Yes,60,Pass
S3397,Female,34,56,6.3,No,54,Yes,63,Pass
S3398,Male,38,85,7.4,No,62,Yes,71,Pass
S3399,Female,12,78,4.8,Yes,95,Yes,43,Fail
S3400,Female,24,80,8.7,No,60,Yes,63,Pass
S3401,Female,21,100,6.1,Yes,48,Yes,45,Fail
S3402,Male,36,83,7.7,Yes,72,Yes,76,Pass
S3403,Male,29,67,6.8,No,61,No,55,Pass
S3404,Male,25,87,8.1,Yes,36,Yes,40,Fail
S3405,Male,20,72,8.4,Yes,44,No,51,Pass
S3406,Male,17,51,6.5,No,49,No,48,Fail
S3407,Female,39,55,6.5,No,91,Yes,68,Pass
S3408,Male,5,94,7.4,Yes,67,No,42,Fail
S3409,Male,33,64,5.9,No,39,Yes,49,Fail
S3410,Male,6,60,7.3,Yes,59,No,34,Fail
S3411,Male,23,94,8.7,No,89,No,74,Pass
S3412,Male,17,57,5.0,Yes,41,Yes,37,Fail
S3413,Female,30,89,9.0,No,68,No,55,Pass
S3414,Female,31,66,5.6,Yes,91,Yes,73,Pass
S3415,Female,5,81,5.6,Yes,30,No,30,Fail
S3416,Female,30,100,7.9,Yes,70,No,67,Pass
S3417,Female,10,65,5.9,Yes,46,Yes,46,Fail
S3418,Female,28,64,8.4,No,95,Yes,73,Pass
S3419,Male,15,90,6.2,No,55,No,49,Fail
S3420,Male,27,77,4.6,No,46,Yes,46,Fail
S3421,Female,25,73,6.3,Yes,94,Yes,75,Pass
S3422,Female,27,66,7.0,No,98,Yes,60,Pass
S3423,Female,35,94,6.0,Yes,62,Yes,60,Pass
S3424,Male,33,83,6.4,Yes,54,No,60,Pass
S3425,Male,7,92,5.2,No,54,No,40,Fail
S3426,Male,22,91,7.4,Yes,99,No,63,Pass
S3427,Male,24,55,8.7,Yes,33,Yes,30,Fail
S3428,Female,17,60,5.7,Yes,37,No,31,Fail
S3429,Female,37,100,8.0,No,45,No,55,Pass
S3430,Female,7,97,8.9,No,36,Yes,41,Fail
S3431,Male,27,91,5.9,No,49,Yes,60,Pass
S3432,Male,24,97,7.5,No,51,Yes,56,Pass
S3433,Male,17,80,9.1,No,48,Yes,53,Pass
S3434,Female,22,97,7.0,Yes,53,No,52,Pass
S3435,Female,35,68,5.0,Yes,93,Yes,69,Pass
S3436,Male,20,71,5.5,No,85,Yes,62,Pass
S3437,Male,9,85,8.5,Yes,32,Yes,24,Fail
S3438,Female,10,50,8.3,No,32,Yes,29,Fail
